nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
202693,Markieff Morris,2023,BRK/DAL,PF,10.145,-1.464,-1.08,-0.384,0.22,Stationary Shooter,Mobile Big
202694,Marcus Morris Sr.,2023,LAC,PF,28.081,-0.453,-1.212,0.759,2.293,Shot Creator,Helper
202695,Kawhi Leonard,2023,LAC,SF,33.608,4.462,3.971,0.491,7.501,Shot Creator,Helper
202696,Nikola Vučević,2023,CHI,C,33.493,0.797,-0.156,0.952,5.614,Versatile Big,Mobile Big
202699,Tobias Harris,2023,PHI,SF,32.917,0.087,0.173,-0.086,3.889,Shot Creator,Helper
202704,Reggie Jackson,2023,LAC/DEN,PG,24.366,-0.582,-0.416,-0.166,1.946,Primary Ball Handler,Point of Attack
202709,Cory Joseph,2023,DET,PG,19.796,-1.463,-0.176,-1.287,0.761,Primary Ball Handler,Point of Attack
202710,Jimmy Butler Iii,2023,MIA,PF,33.409,5.991,4.083,1.908,11.048,Shot Creator,Wing Stopper
202711,Bojan Bogdanović,2023,DET,PF,32.083,-0.605,0.871,-1.476,2.195,Shot Creator,Helper
202722,Davis Bertans,2023,DAL,PF,10.929,-0.977,-0.217,-0.76,0.455,Off Screen Shooter,Helper
203076,Anthony Davis,2023,LAL,C,34.01,5.285,3.096,2.189,9.083,Shot Creator,Anchor Big
203078,Bradley Beal,2023,WAS,SG,33.459,1.23,1.962,-0.733,3.875,Shot Creator,Chaser
203081,Damian Lillard,2023,POR,PG,36.321,3.807,6.269,-2.462,8.224,Shot Creator,Chaser
203082,Terrence Ross,2023,ORL/PHO,SG,21.119,-2.104,-0.808,-1.296,0.293,Off Screen Shooter,Chaser
203083,Andre Drummond,2023,CHI,C,12.674,1.73,-0.371,2.101,2.233,Roll + Cut Big,Mobile Big
203084,Harrison Barnes,2023,SAC,PF,32.464,0.922,0.936,-0.014,5.651,Movement Shooter,Wing Stopper
203085,Austin Rivers,2023,MIN,SG,19.543,-3.147,-2.438,-0.708,-0.428,Stationary Shooter,Point of Attack
203086,Meyers Leonard,2023,MIL,C,12.639,-1.22,-0.917,-0.304,0.088,Stretch Big,Anchor Big
203095,Evan Fournier,2023,NYK,SG,16.988,-1.205,-0.591,-0.614,0.359,Movement Shooter,Chaser
203109,Jae Crowder,2023,MIL,PF,18.871,-0.673,-0.772,0.098,0.379,Movement Shooter,Helper
203110,Draymond Green,2023,GSW,PF,31.472,1.187,-1.844,3.031,5.261,Roll + Cut Big,Helper
203114,Khris Middleton,2023,MIL,SF,24.267,0.586,1.261,-0.675,1.531,Shot Creator,Helper
203115,Will Barton,2023,WAS/TOR,SG,17.732,-1.631,-1.19,-0.441,0.512,Secondary Ball Handler,Low Activity
203200,Justin Holiday,2023,ATL/DAL,SF,15.35,-2.812,-1.76,-1.052,-0.153,Off Screen Shooter,Helper
203210,Jamychal Green,2023,GSW,PF,13.978,-1.278,-1.058,-0.22,0.587,Stretch Big,Helper
203457,Nerlens Noel,2023,DET/BRK,C,11.451,-0.821,-1.617,0.796,0.199,Athletic Finisher,Anchor Big
203468,Cj Mccollum,2023,NOP,PG,35.322,0.579,2.001,-1.422,5.052,Primary Ball Handler,Chaser
203469,Cody Zeller,2023,MIA,C,14.441,-1.048,-1.115,0.066,0.191,Athletic Finisher,Mobile Big
203471,Dennis Schröder,2023,LAL,PG,30.09,-0.29,0.044,-0.334,2.699,Primary Ball Handler,Point of Attack
203473,Dewayne Dedmon,2023,MIA/PHI,C,11.216,-0.288,-1.148,0.86,0.58,Roll + Cut Big,Anchor Big
203476,Gorgui Dieng,2023,SAS,C,11.552,-1.071,-1.109,0.038,0.31,Movement Shooter,Anchor Big
203482,Kelly Olynyk,2023,UTA,C,28.554,-0.173,-0.48,0.307,2.781,Movement Shooter,Helper
203484,Kentavious Caldwell-Pope,2023,DEN,SG,31.332,1.19,-0.043,1.233,5.457,Movement Shooter,Wing Stopper
203486,Mason Plumlee,2023,CHO/LAC,C,25.988,1.288,0.224,1.064,4.831,Roll + Cut Big,Anchor Big
203487,Michael Carter-Williams,2023,ORL,PG,11.121,-0.059,-0.117,0.058,0.067,Low Minute,Point of Attack
203488,Mike Muscala,2023,OKC/BOS,C,15,0.026,0.021,0.005,1.472,Movement Shooter,Helper
203490,Otto Porter Jr.,2023,TOR,SF,18.292,-1.779,-1.174,-0.606,0.062,Movement Shooter,Helper
203493,Reggie Bullock Jr.,2023,DAL,SF,30.313,-2.458,-1.587,-0.871,0.003,Stationary Shooter,Point of Attack
203496,Robert Covington,2023,LAC,PF,16.22,0.258,-0.757,1.015,1.327,Movement Shooter,Helper
203497,Rudy Gobert,2023,MIN,C,30.693,1.018,-0.81,1.828,4.691,Roll + Cut Big,Anchor Big
203500,Steven Adams,2023,MEM,C,26.984,1.846,0.436,1.41,3.063,Roll + Cut Big,Anchor Big
203501,Tim Hardaway Jr.,2023,DAL,SF,30.314,-0.721,-0.135,-0.586,2.338,Movement Shooter,Helper
203506,Victor Oladipo,2023,MIA,SG,26.324,-0.191,-0.918,0.727,1.571,Primary Ball Handler,Chaser
203507,Giannis Antetokounmpo,2023,MIL,PF,32.12,6.095,5.219,0.875,10.572,Shot Creator,Anchor Big
203526,Raul Neto,2023,CLE,PG,10.526,-1.754,-1.333,-0.421,0.222,Secondary Ball Handler,Point of Attack
203552,Seth Curry,2023,BRK,SG,19.85,-1.886,-0.617,-1.269,0.431,Movement Shooter,Chaser
203585,Rodney Mcgruder,2023,DET,SG,16.372,-0.727,-0.526,-0.201,0.567,Movement Shooter,Chaser
203897,Zach Lavine,2023,CHI,SG,35.948,0.418,1.336,-0.917,4.998,Shot Creator,Chaser
203903,Jordan Clarkson,2023,UTA,SG,32.596,-1.387,1.028,-2.415,1.329,Primary Ball Handler,Chaser
203914,Gary Harris,2023,ORL,SG,24.674,-0.842,-1.371,0.529,1.197,Movement Shooter,Wing Stopper
203915,Spencer Dinwiddie,2023,DAL/BRK,SG,34.499,1.942,1.555,0.388,7.528,Shot Creator,Chaser
203924,Jerami Grant,2023,POR,PF,35.644,-1.404,-0.216,-1.188,1.476,Shot Creator,Wing Stopper
203925,Joe Harris,2023,BRK,SF,20.638,-1.499,-0.442,-1.057,0.913,Movement Shooter,Low Activity
203926,Doug Mcdermott,2023,SAS,SF,20.536,-3.245,-0.553,-2.692,-0.632,Off Screen Shooter,Low Activity
203932,Aaron Gordon,2023,DEN,PF,30.222,2.174,1.763,0.411,5.973,Shot Creator,Wing Stopper
203933,T.J. Warren,2023,BRK/PHO,PF,16.352,-1.85,-1.379,-0.471,0.26,Athletic Finisher,Helper
203935,Marcus Smart,2023,BOS,PG,32.077,0.915,0.031,0.884,4.146,Shot Creator,Wing Stopper
203937,Kyle Anderson,2023,MIN,PF,28.355,0.661,-0.594,1.254,3.832,Athletic Finisher,Helper
203939,Dwight Powell,2023,DAL,C,19.183,1.225,-0.09,1.315,3.373,Roll + Cut Big,Anchor Big
203944,Julius Randle,2023,NYK,PF,35.55,1.798,2.365,-0.567,7.315,Shot Creator,Helper
203952,Andrew Wiggins,2023,GSW,SF,32.17,0.216,-0.493,0.709,1.997,Stationary Shooter,Wing Stopper
203954,Joel Embiid,2023,PHI,C,34.61,5.501,3.72,1.781,11.175,Shot Creator,Anchor Big
203967,Dario Šarić,2023,PHO/OKC,C,14.138,-0.458,-1.006,0.548,1.009,Stretch Big,Anchor Big
203991,Clint Capela,2023,ATL,C,26.619,1.997,0.531,1.466,4.839,Roll + Cut Big,Anchor Big
203992,Bogdan Bogdanović,2023,ATL,SG,27.935,-0.779,0.893,-1.672,1.585,Off Screen Shooter,Chaser
203994,Jusuf Nurkić,2023,POR,C,26.759,0.252,-0.968,1.22,2.367,Post Scorer,Anchor Big
203999,Nikola Jokić,2023,DEN,C,33.668,6.728,4.954,1.774,12.939,Post Scorer,Mobile Big
204001,Kristaps Porziņģis,2023,WAS,C,32.61,2.56,1.546,1.014,6.667,Versatile Big,Anchor Big
204060,Joe Ingles,2023,MIL,SF,22.688,-1.246,-0.96,-0.287,0.789,Secondary Ball Handler,Chaser
204456,T.J. Mcconnell,2023,IND,PG,20.35,-0.567,-0.237,-0.329,1.807,Slasher,Point of Attack
1626145,Tyus Jones,2023,MEM,PG,24.244,-0.699,0.581,-1.281,2.134,Primary Ball Handler,Low Activity
1626149,Montrezl Harrell,2023,PHI,C,11.948,-0.564,-0.065,-0.499,0.808,Post Scorer,Anchor Big
1626153,Delon Wright,2023,WAS,PG,24.423,0.457,-0.736,1.193,2.235,Primary Ball Handler,Point of Attack
1626156,D'Angelo Russell,2023,MIN/LAL,PG,32.453,0.258,0.645,-0.387,3.928,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2023,MIN,PF,33.005,0.682,1.01,-0.328,1.887,Shot Creator,Mobile Big
1626159,Justise Winslow,2023,POR,PF,26.752,-1.677,-1.849,0.172,0.378,Athletic Finisher,Wing Stopper
1626162,Kelly Oubre Jr.,2023,CHO,SF,32.24,0.083,0.367,-0.284,2.467,Movement Shooter,Wing Stopper
1626164,Devin Booker,2023,PHO,SG,34.631,2.633,3.549,-0.916,5.855,Shot Creator,Chaser
1626166,Cameron Payne,2023,PHO,PG,20.175,-0.341,0.423,-0.764,1.285,Primary Ball Handler,Low Activity
1626167,Myles Turner,2023,IND,C,29.439,2.305,0.469,1.836,5.453,Versatile Big,Anchor Big
1626168,Trey Lyles,2023,SAC,PF,16.854,-0.027,-0.175,0.148,1.901,Movement Shooter,Low Activity
1626169,Stanley Johnson,2023,SAS,SF,15.649,-1.318,-1.151,-0.167,0.334,Stationary Shooter,Wing Stopper
1626171,Bobby Portis,2023,MIL,PF,25.98,0.378,0.504,-0.127,3.237,Versatile Big,Helper
1626172,Kevon Looney,2023,GSW,C,23.873,1.275,0.126,1.149,4.591,Roll + Cut Big,Anchor Big
1626174,Christian Wood,2023,DAL,C,25.947,-0.091,0.193,-0.284,2.58,Shot Creator,Mobile Big
1626179,Terry Rozier,2023,CHO,SG,35.254,-0.661,1.127,-1.788,2.498,Primary Ball Handler,Point of Attack
1626181,Norman Powell,2023,LAC,SG,26.118,-1.538,-0.019,-1.519,0.899,Secondary Ball Handler,Chaser
1626192,Pat Connaughton,2023,MIL,SF,23.651,-1.024,-0.665,-0.358,1.293,Stationary Shooter,Low Activity
1626195,Willy Hernangomez,2023,NOP,C,12.044,1.364,0.558,0.806,1.099,Post Scorer,Helper
1626196,Josh Richardson,2023,SAS/NOP,SG,23.532,-1.894,-1.539,-0.355,0.537,Movement Shooter,Chaser
1626204,Larry Nance Jr.,2023,NOP,C,21.243,0.859,-1.09,1.948,2.877,Roll + Cut Big,Mobile Big
1626220,Royce O'Neale,2023,BRK,SF,31.697,-1.251,-0.968,-0.282,1.815,Movement Shooter,Helper
1626224,Cedi Osman,2023,CLE,SF,20.109,-0.236,0.047,-0.284,2.156,Movement Shooter,Low Activity
1627732,Ben Simmons,2023,BRK,PG,26.309,-0.288,-1.463,1.175,1.502,Shot Creator,Wing Stopper
1627734,Domantas Sabonis,2023,SAC,C,34.63,3.469,1.964,1.505,10.123,Post Scorer,Mobile Big
1627736,Malik Beasley,2023,UTA/LAL,SG,25.84,-2.532,-0.977,-1.555,-0.094,Off Screen Shooter,Chaser
1627739,Kris Dunn,2023,UTA,PG,25.797,0.437,0.378,0.059,1.031,Shot Creator,Point of Attack
1627741,Buddy Hield,2023,IND,SF,31.025,-0.688,0.534,-1.222,2.749,Movement Shooter,Helper
1627742,Brandon Ingram,2023,NOP,SF,34.183,0.699,1.34,-0.641,3.05,Shot Creator,Helper
1627745,Damian Jones,2023,LAL/UTA,C,11.642,-2.24,-2.197,-0.043,0.065,Roll + Cut Big,Anchor Big
1627747,Caris Levert,2023,CLE,SG,30.233,0.241,-0.013,0.254,3.79,Shot Creator,Chaser
1627749,Dejounte Murray,2023,ATL,SG,36.397,0.944,0.757,0.187,5.756,Shot Creator,Point of Attack
1627750,Jamal Murray,2023,DEN,PG,32.821,1.058,1.931,-0.873,4.712,Shot Creator,Point of Attack
1627751,Jakob Poeltl,2023,SAS/TOR,C,26.475,2.716,0.04,2.676,6.178,Roll + Cut Big,Anchor Big
1627752,Taurean Prince,2023,MIN,PF,22.082,-2.599,-1.639,-0.96,-0.103,Movement Shooter,Helper
1627759,Jaylen Brown,2023,BOS,SF,35.895,0.596,0.772,-0.176,4.613,Shot Creator,Wing Stopper
1627763,Malcolm Brogdon,2023,BOS,PG,26.027,0.858,1.125,-0.267,3.632,Primary Ball Handler,Chaser
1627777,Georges Niang,2023,PHI,PF,19.383,-2.099,-0.746,-1.353,0.338,Movement Shooter,Helper
1627780,Gary Payton Ii,2023,POR/GSW,SG,16.71,-0.29,-0.215,-0.075,0.499,Stretch Big,Point of Attack
1627783,Pascal Siakam,2023,TOR,PF,37.354,2.784,1.84,0.944,8.707,Shot Creator,Helper
1627814,Damion Lee,2023,PHO,SG,20.353,-0.846,-0.984,0.139,1.518,Movement Shooter,Low Activity
1627823,Juancho Hernangomez,2023,TOR,PF,14.607,-2.599,-2.302,-0.296,-0.053,Stationary Shooter,Helper
1627826,Ivica Zubac,2023,LAC,C,28.547,0.177,-1.88,2.057,3.588,Post Scorer,Anchor Big
1627827,Dorian Finney-Smith,2023,DAL/BRK,PF,30.437,0.314,-0.134,0.447,3.495,Stationary Shooter,Wing Stopper
1627832,Fred Vanvleet,2023,TOR,PG,36.739,3.044,2.191,0.853,8.726,Primary Ball Handler,Point of Attack
1627854,Bryn Forbes,2023,MIN,SG,10.709,-2.848,-1.113,-1.735,-0.064,Off Screen Shooter,Chaser
1627863,Danuel House Jr.,2023,PHI,SF,14.409,-2.07,-1.524,-0.546,0.195,Movement Shooter,Chaser
1627884,Derrick Jones Jr.,2023,CHI,PF,13.959,-0.497,-0.868,0.371,1.097,Stretch Big,Helper
1627885,Shaquille Harrison,2023,POR,SG,23.983,0.281,-0.033,0.314,0.206,Shot Creator,Point of Attack
1627936,Alex Caruso,2023,CHI,PG,23.514,1.598,-1.156,2.754,4.014,Stationary Shooter,Point of Attack
1628221,Gabe York,2023,IND,SG,18.606,-0.745,-0.169,-0.576,0.06,Low Minute,Chaser
1628365,Markelle Fultz,2023,ORL,PG,29.634,0.067,-0.559,0.626,2.816,Slasher,Point of Attack
1628368,De'Aaron Fox,2023,SAC,PG,33.359,2.283,2.742,-0.459,7.242,Shot Creator,Point of Attack
1628369,Jayson Tatum,2023,BOS,SF,36.923,4.191,3.543,0.648,11.29,Shot Creator,Helper
1628370,Malik Monk,2023,SAC,SG,22.33,-0.851,0.295,-1.146,1.728,Secondary Ball Handler,Low Activity
1628371,Jonathan Isaac,2023,ORL,PF,11.276,0.762,0.182,0.58,0.251,Post Scorer,Wing Stopper
1628372,Dennis Smith Jr.,2023,CHO,PG,25.737,-0.853,-1.329,0.476,1.395,Slasher,Point of Attack
1628373,Frank Ntilikina,2023,DAL,SG,12.925,-1.73,-1.669,-0.061,0.275,Stationary Shooter,Point of Attack
1628374,Lauri Markkanen,2023,UTA,PF,34.433,2.389,3.099,-0.71,6.908,Off Screen Shooter,Helper
1628378,Donovan Mitchell,2023,CLE,SG,35.77,3.262,3.2,0.062,8.695,Primary Ball Handler,Chaser
1628379,Luke Kennard,2023,LAC/MEM,SG,22.291,-1.857,-0.757,-1.1,0.492,Off Screen Shooter,Low Activity
1628380,Zach Collins,2023,SAS,C,22.868,-1.537,-1.441,-0.096,0.827,Post Scorer,Anchor Big
1628381,John Collins,2023,ATL,PF,29.996,-0.49,-1.299,0.809,2.625,Versatile Big,Helper
1628384,Og Anunoby,2023,TOR,SF,35.607,1.455,0.018,1.438,5.864,Shot Creator,Wing Stopper
1628386,Jarrett Allen,2023,CLE,C,32.649,1.694,-0.202,1.896,5.789,Roll + Cut Big,Mobile Big
1628389,Bam Adebayo,2023,MIA,C,34.641,1.661,-0.077,1.738,6.721,Shot Creator,Mobile Big
1628392,Isaiah Hartenstein,2023,NYK,C,19.857,0.745,-1.039,1.783,3.275,Roll + Cut Big,Anchor Big
1628398,Kyle Kuzma,2023,WAS,PF,34.981,-0.972,-0.595,-0.377,2.08,Shot Creator,Wing Stopper
1628401,Derrick White,2023,BOS,SG,28.284,2.133,0.699,1.435,6.682,Primary Ball Handler,Point of Attack
1628404,Josh Hart,2023,POR/NYK,SF,32.291,0.395,-0.286,0.681,4.395,Stationary Shooter,Wing Stopper
1628410,Edmond Sumner,2023,BRK,SG,13.891,-1.883,-1.148,-0.735,0.263,Stationary Shooter,Point of Attack
1628415,Dillon Brooks,2023,MEM,SF,30.333,-0.445,-0.795,0.349,2.792,Secondary Ball Handler,Wing Stopper
1628418,Thomas Bryant,2023,LAL/DEN,C,18.33,-0.172,-0.383,0.211,1.55,Roll + Cut Big,Anchor Big
1628420,Monté Morris,2023,WAS,PG,27.356,0.392,0.977,-0.585,3.035,Primary Ball Handler,Point of Attack
1628427,Vlatko Čančar,2023,DEN,PF,14.817,-2.584,-1.558,-1.025,-0.068,Stationary Shooter,Helper
1628435,Chance Comanche,2023,POR,C,20.783,-0.421,-0.141,-0.28,0.027,Low Minute,Helper
1628436,Luke Kornet,2023,BOS,C,11.655,-0.517,-1.145,0.628,0.977,Roll + Cut Big,Anchor Big
1628449,Chris Boucher,2023,TOR,PF,20.045,1.125,0.514,0.61,3.429,Stretch Big,Helper
1628464,Daniel Theis,2023,IND,C,15.545,-0.507,-0.556,0.049,0.133,Roll + Cut Big,Anchor Big
1628467,Maxi Kleber,2023,DAL,PF,25.128,-2.202,-2.43,0.228,0.148,Stationary Shooter,Mobile Big
1628470,Torrey Craig,2023,PHO,PF,24.656,-0.959,-1.512,0.553,1.825,Stationary Shooter,Wing Stopper
1628960,Grayson Allen,2023,MIL,SG,27.388,0.244,-0.413,0.658,3.344,Movement Shooter,Chaser
1628963,Marvin Bagley Iii,2023,DET,C,23.583,-1.428,-0.838,-0.59,0.636,Post Scorer,Anchor Big
1628964,Mo Bamba,2023,ORL/LAL,C,15.682,-0.264,-0.616,0.352,1.056,Stretch Big,Mobile Big
1628966,Keita Bates-Diop,2023,SAS,PF,21.678,-0.729,-0.798,0.07,1.571,Movement Shooter,Helper
1628969,Mikal Bridges,2023,PHO/BRK,SG,35.7,1.254,1.008,0.246,6.909,Movement Shooter,Point of Attack
1628971,Bruce Brown,2023,DEN,SF,28.494,-0.596,-0.435,-0.161,2.657,Primary Ball Handler,Chaser
1628972,Troy Brown Jr.,2023,LAL,SF,24.47,-1.614,-1.114,-0.5,0.978,Stationary Shooter,Chaser
1628973,Jalen Brunson,2023,NYK,PG,34.983,1.596,2.652,-1.055,6.057,Shot Creator,Chaser
1628975,Jevon Carter,2023,MIL,PG,22.364,-0.37,-1.05,0.68,2.37,Primary Ball Handler,Point of Attack
1628976,Wendell Carter Jr.,2023,ORL,C,29.642,0.213,-0.863,1.077,2.832,Stretch Big,Anchor Big
1628977,Hamidou Diallo,2023,DET,SF,17.784,-0.716,-1.253,0.536,1.085,Athletic Finisher,Helper
1628978,Donte Divincenzo,2023,GSW,SG,26.309,-0.343,-1.13,0.787,2.51,Movement Shooter,Point of Attack
1628981,Bruno Fernando,2023,HOU/ATL,C,10.388,0.833,-1.179,2.012,0.838,Roll + Cut Big,Anchor Big
1628983,Shai Gilgeous-Alexander,2023,OKC,PG,35.531,4.01,3.444,0.566,9.724,Shot Creator,Chaser
1628984,Devonte' Graham,2023,NOP/SAS,PG,18.334,-0.023,0.32,-0.343,2.044,Secondary Ball Handler,Chaser
1628988,Aaron Holiday,2023,ATL,PG,13.416,-0.987,-1.015,0.028,0.777,Secondary Ball Handler,Point of Attack
1628989,Kevin Huerter,2023,SAC,SG,29.372,0.531,0.506,0.025,4.135,Movement Shooter,Chaser
1628991,Jaren Jackson Jr.,2023,MEM,C,28.373,3.295,1.125,2.17,6.426,Versatile Big,Mobile Big
1628995,Kevin Knox Ii,2023,DET/POR,SF,15.106,-2.333,-1.633,-0.699,0.075,Movement Shooter,Helper
1628997,Caleb Martin,2023,MIA,SF,29.262,-0.294,-1.726,1.432,2.817,Stationary Shooter,Point of Attack
1628998,Cody Martin,2023,CHO,SF,19.102,-1.23,-0.778,-0.452,0.102,Secondary Ball Handler,Helper
1629001,De'Anthony Melton,2023,PHI,SG,27.92,-0.198,-0.719,0.522,3.046,Movement Shooter,Point of Attack
1629002,Chimezie Metu,2023,SAC,PF,10.439,0.429,-0.455,0.885,1.249,Roll + Cut Big,Mobile Big
1629003,Shake Milton,2023,PHI,SG,20.623,-1.051,0.166,-1.217,1.378,Slasher,Chaser
1629004,Svi Mykhailiuk,2023,NYK/CHO,SF,14.621,-0.534,0.334,-0.868,0.564,Movement Shooter,Chaser
1629006,Josh Okogie,2023,PHO,SG,18.757,0.41,-0.116,0.526,2.432,Stationary Shooter,Point of Attack
1629008,Michael Porter Jr.,2023,DEN,SF,28.998,-0.201,1.014,-1.215,2.544,Off Screen Shooter,Low Activity
1629011,Mitchell Robinson,2023,NYK,C,26.929,1.321,-0.474,1.795,3.772,Roll + Cut Big,Anchor Big
1629012,Collin Sexton,2023,UTA,PG,23.857,-1.826,0.152,-1.977,0.451,Shot Creator,Point of Attack
1629013,Landry Shamet,2023,PHO,SG,20.172,-0.248,-0.284,0.036,1.118,Movement Shooter,Chaser
1629014,Anfernee Simons,2023,POR,SG,35.011,-0.162,1.328,-1.49,3.125,Shot Creator,Chaser
1629018,Gary Trent Jr.,2023,TOR,SG,32.09,-0.606,0.063,-0.668,2.456,Movement Shooter,Chaser
1629020,Jarred Vanderbilt,2023,UTA/LAL,PF,24.098,-0.965,-1.372,0.407,1.754,Roll + Cut Big,Wing Stopper
1629021,Moritz Wagner,2023,ORL,C,19.464,0.949,0.63,0.319,2.375,Stretch Big,Mobile Big
1629022,Lonnie Walker Iv,2023,LAL,SG,23.161,-2.486,-1.347,-1.139,-0.021,Stationary Shooter,Chaser
1629023,P.J. Washington,2023,CHO,PF,32.597,-0.988,-1.083,0.095,2.187,Movement Shooter,Wing Stopper
1629026,Kenrich Williams,2023,OKC,PF,22.753,0.083,-0.28,0.363,1.922,Stationary Shooter,Helper
1629027,Trae Young,2023,ATL,PG,34.806,1.353,3.495,-2.142,6.083,Shot Creator,Low Activity
1629028,Deandre Ayton,2023,PHO,C,30.381,0.437,-0.499,0.935,3.699,Post Scorer,Anchor Big
1629029,Luka Dončić,2023,DAL,PG,36.221,4.367,4.893,-0.526,10.127,Shot Creator,Helper
1629048,Goga Bitadze,2023,IND/ORL,C,12.021,0.846,-0.179,1.024,0.948,Roll + Cut Big,Mobile Big
1629052,Oshae Brissett,2023,IND,PF,16.663,-0.741,-0.53,-0.211,1.163,Stationary Shooter,Helper
1629056,Terence Davis,2023,SAC,SG,13.14,0.002,-0.18,0.182,1.298,Movement Shooter,Chaser
1629057,Robert Williams Iii,2023,BOS,C,23.532,1.043,-0.438,1.481,1.811,Roll + Cut Big,Helper
