nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
203937,Kyle Anderson,2025,GSW/MIA,PF,16.428,0.191,-0.91,1.101,1.666,Shot Creator,Helper
203939,Dwight Powell,2025,DAL,C,10.016,-0.792,-2.056,1.264,0.573,Athletic Finisher,Mobile Big
203944,Julius Randle,2025,MIN,PF,32.254,0.418,1.16,-0.743,4.021,Shot Creator,Helper
203952,Andrew Wiggins,2025,GSW/MIA,SF,30.705,0.071,0.263,-0.192,2.923,Secondary Ball Handler,Wing Stopper
203954,Joel Embiid,2025,PHI,C,30.231,1.978,2.384,-0.406,1.603,Shot Creator,Anchor Big
203957,Danté Exum,2025,DAL,PG,18.616,-1.168,-0.494,-0.674,0.299,Primary Ball Handler,Point of Attack
203967,Dario Šarić,2025,DEN,C,13.149,-1.03,-0.935,-0.095,0.187,Versatile Big,Mobile Big
203991,Clint Capela,2025,ATL,C,21.39,0.318,-0.631,0.949,2.051,Athletic Finisher,Anchor Big
203992,Bogdan Bogdanović,2025,ATL/LAC,SG,24.957,-0.749,-0.307,-0.442,1.438,Movement Shooter,Chaser
203994,Jusuf Nurkić,2025,PHO/CHO,C,20.84,1.044,-0.539,1.584,2.341,Post Scorer,Anchor Big
203995,Vasilije Micić,2025,CHO/PHO,PG,19.144,-3.075,-1.905,-1.17,-0.303,Primary Ball Handler,Chaser
203999,Nikola Jokić,2025,DEN,C,36.725,6.378,5.91,0.468,13.87,Post Scorer,Mobile Big
204001,Kristaps Porziņģis,2025,BOS,C,28.809,3.117,2.143,0.974,4.228,Versatile Big,Anchor Big
204456,T.J. Mcconnell,2025,IND,PG,17.917,0.516,0.387,0.129,2.645,Slasher,Point of Attack
1626145,Tyus Jones,2025,PHO,PG,26.834,-0.293,1.101,-1.394,2.948,Primary Ball Handler,Point of Attack
1626153,Delon Wright,2025,MIL/NYK,PG,15.862,-0.996,-1.421,0.425,0.578,Secondary Ball Handler,Chaser
1626156,D'Angelo Russell,2025,LAL/BRK,PG,25.524,0.762,1.156,-0.394,2.997,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2025,NYK,C,34.954,2.716,2.121,0.595,8.175,Post Scorer,Anchor Big
1626158,Richaun Holmes,2025,WAS,PF,17.23,0.576,-0.348,0.925,1.019,Athletic Finisher,Anchor Big
1626162,Kelly Oubre Jr.,2025,PHI,SF,34.636,-1.677,-1.033,-0.643,1.002,Stationary Shooter,Helper
1626164,Devin Booker,2025,PHO,SG,37.266,0.475,2.951,-2.476,5.151,Primary Ball Handler,Chaser
1626166,Cameron Payne,2025,NYK,PG,15.139,0.49,0.739,-0.249,2.019,Primary Ball Handler,Low Activity
1626167,Myles Turner,2025,IND,C,30.189,1.417,0.15,1.266,5.299,Versatile Big,Mobile Big
1626168,Trey Lyles,2025,SAC,PF,19.558,0.229,-0.344,0.573,2.276,Movement Shooter,Helper
1626171,Bobby Portis,2025,MIL,PF,25.381,0.643,0.231,0.412,2.424,Shot Creator,Mobile Big
1626172,Kevon Looney,2025,GSW,C,15.028,1.027,-0.655,1.681,2.503,Roll + Cut Big,Anchor Big
1626179,Terry Rozier,2025,MIA,PG,25.91,-1.189,-0.833,-0.357,1.308,Primary Ball Handler,Point of Attack
1626181,Norman Powell,2025,LAC,SG,32.633,0.836,1.285,-0.448,4.056,Secondary Ball Handler,Chaser
1626192,Pat Connaughton,2025,MIL,SG,14.703,-0.662,-0.778,0.116,0.677,Movement Shooter,Helper
1626196,Josh Richardson,2025,MIA,SG,18.686,-0.843,-0.986,0.142,0.151,Movement Shooter,Point of Attack
1626204,Larry Nance Jr.,2025,ATL,PF,19.301,0.242,-0.682,0.924,0.785,Stretch Big,Mobile Big
1626220,Royce O'Neale,2025,PHO,SF,24.492,0.152,0.096,0.056,3.008,Stationary Shooter,Wing Stopper
1627732,Ben Simmons,2025,BRK/LAC,PG,21.955,-0.81,-1.769,0.959,1.152,Shot Creator,Helper
1627734,Domantas Sabonis,2025,SAC,C,34.698,2.055,1.587,0.467,6.893,Roll + Cut Big,Mobile Big
1627736,Malik Beasley,2025,DET,SG,27.841,0.115,1.316,-1.202,3.686,Off Screen Shooter,Chaser
1627739,Kris Dunn,2025,LAC,PG,24.093,0.805,-1.258,2.063,3.658,Primary Ball Handler,Point of Attack
1627741,Buddy Hield,2025,GSW,SG,22.719,-0.193,-0.114,-0.079,2.644,Off Screen Shooter,Chaser
1627742,Brandon Ingram,2025,NOP,SF,33.057,-1.271,0.068,-1.339,0.439,Shot Creator,Helper
1627747,Caris Levert,2025,CLE/ATL,SG,24.939,0.282,0.443,-0.16,2.746,Shot Creator,Chaser
1627749,Dejounte Murray,2025,NOP,PG,32.65,0.238,0.27,-0.032,1.713,Shot Creator,Point of Attack
1627750,Jamal Murray,2025,DEN,PG,36.095,1.123,1.986,-0.863,5.447,Shot Creator,Chaser
1627751,Jakob Poeltl,2025,TOR,C,29.575,0.131,-1.082,1.213,2.739,Roll + Cut Big,Mobile Big
1627752,Taurean Prince,2025,MIL,SF,27.073,-1.32,-1.585,0.265,1.531,Movement Shooter,Chaser
1627759,Jaylen Brown,2025,BOS,SF,34.253,1.561,1.565,-0.004,5.456,Shot Creator,Wing Stopper
1627763,Malcolm Brogdon,2025,WAS,PG,23.503,-0.229,0.347,-0.575,0.788,Slasher,Chaser
1627777,Georges Niang,2025,CLE/ATL,PF,21.484,-1.217,-0.578,-0.638,1.31,Movement Shooter,Helper
1627780,Gary Payton Ii,2025,GSW,SG,14.954,0.092,-0.858,0.95,1.484,Stretch Big,Wing Stopper
1627783,Pascal Siakam,2025,IND,PF,32.665,1.395,1.518,-0.124,6.176,Shot Creator,Helper
1627824,Guerschon Yabusele,2025,PHI,C,27.068,-1.685,-0.553,-1.132,0.903,Stretch Big,Mobile Big
1627826,Ivica Zubac,2025,LAC,C,32.802,2.601,0.845,1.756,8.338,Post Scorer,Anchor Big
1627827,Dorian Finney-Smith,2025,BRK/LAL,PF,28.868,-1.449,-1.351,-0.098,1.138,Stationary Shooter,Wing Stopper
1627832,Fred Vanvleet,2025,HOU,PG,35.188,1.189,0.488,0.702,4.844,Primary Ball Handler,Point of Attack
1627884,Derrick Jones Jr.,2025,LAC,SF,24.33,-0.308,-0.793,0.484,2.522,Stationary Shooter,Point of Attack
1627936,Alex Caruso,2025,OKC,SG,19.271,1.643,0.007,1.636,2.685,Low Minute,Wing Stopper
1628366,Lonzo Ball,2025,CHI,PG,22.201,0.807,0.04,0.767,1.595,Movement Shooter,Point of Attack
1628368,De'Aaron Fox,2025,SAC/SAS,PG,36.147,1.018,1.458,-0.44,4.9,Shot Creator,Point of Attack
1628369,Jayson Tatum,2025,BOS,PF,36.442,4.394,3.492,0.902,11.186,Shot Creator,Helper
1628370,Malik Monk,2025,SAC,SG,31.602,0.538,0.82,-0.282,3.867,Primary Ball Handler,Chaser
1628371,Jonathan Isaac,2025,ORL,PF,15.352,2.309,-0.237,2.546,3.266,Stretch Big,Helper
1628374,Lauri Markkanen,2025,UTA,PF,31.401,-0.491,1.105,-1.596,1.816,Off Screen Shooter,Wing Stopper
1628378,Donovan Mitchell,2025,CLE,SG,31.437,3.59,3.927,-0.337,8.443,Shot Creator,Chaser
1628379,Luke Kennard,2025,MEM,SG,22.641,-0.4,0.148,-0.548,1.896,Movement Shooter,Low Activity
1628380,Zach Collins,2025,SAS/CHI,PF,15.267,0.396,-0.294,0.69,1.751,Stretch Big,Mobile Big
1628381,John Collins,2025,UTA,PF,30.512,-0.226,-0.17,-0.056,1.707,Athletic Finisher,Helper
1628384,Og Anunoby,2025,NYK,PF,36.565,0.805,0.433,0.373,5.552,Movement Shooter,Wing Stopper
1628386,Jarrett Allen,2025,CLE,C,28.001,3.14,1.357,1.782,8.056,Athletic Finisher,Mobile Big
1628389,Bam Adebayo,2025,MIA,C,34.278,1.415,0.263,1.152,6.515,Shot Creator,Mobile Big
1628392,Isaiah Hartenstein,2025,OKC,C,27.888,2.076,0.048,2.028,4.532,Slasher,Mobile Big
1628398,Kyle Kuzma,2025,WAS/MIL,PF,29.791,-2.043,-1.328,-0.715,0.49,Shot Creator,Helper
1628401,Derrick White,2025,BOS,SG,33.863,2.587,1.67,0.917,8.156,Primary Ball Handler,Chaser
1628404,Josh Hart,2025,NYK,SG,37.621,1.455,0.409,1.046,7.131,Primary Ball Handler,Helper
1628415,Dillon Brooks,2025,HOU,SF,31.843,-1.104,-0.947,-0.157,2.012,Movement Shooter,Wing Stopper
1628418,Thomas Bryant,2025,MIA/IND,C,14.591,0.33,0.084,0.246,1.686,Stretch Big,Mobile Big
1628420,Monté Morris,2025,PHO,PG,12.684,-0.273,0.147,-0.42,0.781,Secondary Ball Handler,Point of Attack
1628427,Vlatko Čančar,2025,DEN,PF,10.448,-1.357,-1.493,0.137,0.093,Stationary Shooter,Helper
1628436,Luke Kornet,2025,BOS,C,18.645,1.903,0.307,1.596,3.733,Athletic Finisher,Anchor Big
1628449,Chris Boucher,2025,TOR,PF,17.246,0.72,0.842,-0.122,1.723,Movement Shooter,Low Activity
1628464,Daniel Theis,2025,NOP,C,16.348,-1.041,-2.053,1.013,0.548,Athletic Finisher,Anchor Big
1628467,Maxi Kleber,2025,DAL,PF,18.732,-2.634,-2.975,0.34,-0.073,Stationary Shooter,Wing Stopper
1628470,Torrey Craig,2025,CHI/BOS,SF,12.075,-0.165,-0.373,0.208,0.451,Movement Shooter,Helper
1628960,Grayson Allen,2025,PHO,SG,24.12,-0.273,0.384,-0.657,2.112,Movement Shooter,Chaser
1628964,Mo Bamba,2025,LAC/NOP,C,12.921,0.919,-1.191,2.109,0.878,Stretch Big,Anchor Big
1628969,Mikal Bridges,2025,NYK,SF,37.025,-0.468,0.255,-0.724,3.779,Movement Shooter,Point of Attack
1628970,Miles Bridges,2025,CHO,PF,31.699,-0.563,0.235,-0.798,2.404,Shot Creator,Wing Stopper
1628971,Bruce Brown,2025,TOR/NOP,PG,22.476,-1.794,-1.7,-0.094,0.377,Secondary Ball Handler,Chaser
1628973,Jalen Brunson,2025,NYK,PG,35.396,1.827,3.188,-1.361,6.201,Shot Creator,Low Activity
1628976,Wendell Carter Jr.,2025,ORL,C,25.857,-0.028,-1.168,1.141,2.68,Stretch Big,Mobile Big
1628978,Donte Divincenzo,2025,MIN,SG,25.899,0.847,0.843,0.004,3.337,Off Screen Shooter,Chaser
1628983,Shai Gilgeous-Alexander,2025,OKC,PG,34.179,6.778,5.907,0.871,14.578,Shot Creator,Helper
1628988,Aaron Holiday,2025,HOU,PG,12.778,-1.175,-0.698,-0.477,0.632,Off Screen Shooter,Point of Attack
1628989,Kevin Huerter,2025,SAC/CHI,SG,24.333,-0.427,-0.409,-0.017,2.134,Movement Shooter,Chaser
1628991,Jaren Jackson Jr.,2025,MEM,C,29.824,2.03,1.269,0.762,6.229,Shot Creator,Mobile Big
1628997,Caleb Martin,2025,PHI/DAL,SF,27.067,-1.956,-1.851,-0.105,0.374,Shot Creator,Point of Attack
1628998,Cody Martin,2025,CHO/PHO,SF,22.136,-0.956,-1.746,0.79,1.098,Movement Shooter,Point of Attack
1629001,De'Anthony Melton,2025,GSW,SG,20.164,-0.526,-0.309,-0.217,0.146,Movement Shooter,Point of Attack
1629003,Shake Milton,2025,BRK/LAL,SG,14.672,-1.448,-0.965,-0.484,0.523,Secondary Ball Handler,Chaser
1629004,Svi Mykhailiuk,2025,UTA,SF,20.008,-1.783,-0.547,-1.236,0.316,Secondary Ball Handler,Chaser
1629006,Josh Okogie,2025,PHO/CHO,SG,15.624,0.761,0.024,0.737,1.265,Stationary Shooter,Wing Stopper
1629008,Michael Porter Jr.,2025,DEN,SF,33.679,0.221,1.197,-0.976,4.361,Off Screen Shooter,Low Activity
1629011,Mitchell Robinson,2025,NYK,C,17.066,0.38,-0.664,1.044,0.517,Athletic Finisher,Mobile Big
1629012,Collin Sexton,2025,UTA,SG,27.901,-1.908,0.502,-2.41,0.592,Shot Creator,Chaser
1629013,Landry Shamet,2025,NYK,SG,15.232,-2.291,-1.48,-0.812,0.075,Movement Shooter,Chaser
1629014,Anfernee Simons,2025,POR,SG,32.741,-0.524,1.051,-1.575,2.773,Shot Creator,Low Activity
1629018,Gary Trent Jr.,2025,MIL,SG,25.586,-0.695,-0.187,-0.507,2.086,Off Screen Shooter,Point of Attack
1629020,Jarred Vanderbilt,2025,LAL,PF,16.135,-0.127,-1.258,1.131,0.849,Athletic Finisher,Helper
1629021,Moritz Wagner,2025,ORL,C,18.805,1.357,1.157,0.199,1.354,Stretch Big,Mobile Big
1629022,Lonnie Walker Iv,2025,PHI,SG,23.835,-0.966,0.222,-1.188,0.443,Secondary Ball Handler,Chaser
1629023,P.J. Washington,2025,DAL,PF,32.19,-0.544,-0.874,0.33,2.196,Shot Creator,Wing Stopper
1629026,Kenrich Williams,2025,OKC,PF,16.399,-0.133,-0.387,0.253,1.649,Stretch Big,Helper
1629027,Trae Young,2025,ATL,PG,36.04,1.308,2.892,-1.584,6.489,Primary Ball Handler,Low Activity
1629028,Deandre Ayton,2025,POR,C,30.14,-0.16,-0.766,0.606,1.736,Roll + Cut Big,Anchor Big
1629029,Luka Dončić,2025,DAL/LAL,PG,35.371,4.179,4.148,0.031,7.314,Shot Creator,Helper
1629048,Goga Bitadze,2025,ORL,C,20.421,1.84,-0.73,2.57,3.865,Roll + Cut Big,Mobile Big
1629052,Oshae Brissett,2025,PHI,SF,23.707,-0.793,-0.762,-0.031,0.148,Stationary Shooter,Helper
1629057,Robert Williams Iii,2025,POR,C,17.566,1.564,-1.461,3.025,0.889,Athletic Finisher,Anchor Big
1629060,Rui Hachimura,2025,LAL,PF,31.675,-0.635,-0.434,-0.2,2.129,Stationary Shooter,Wing Stopper
1629111,Jock Landale,2025,HOU,C,11.905,-1.125,-1.131,0.007,0.415,Athletic Finisher,Mobile Big
1629130,Duncan Robinson,2025,MIA,SF,24.13,-1.017,-0.359,-0.658,1.603,Off Screen Shooter,Low Activity
1629216,Gabe Vincent,2025,LAL,PG,21.212,-1.943,-1.529,-0.414,0.482,Movement Shooter,Point of Attack
1629234,Drew Eubanks,2025,UTA/LAC,C,12.23,0.034,-1.253,1.287,1.166,Roll + Cut Big,Anchor Big
1629312,Haywood Highsmith,2025,MIA,SF,24.572,-1.168,-2.181,1.014,1.459,Stretch Big,Point of Attack
1629599,Amir Coffey,2025,LAC,SG,24.271,-1.33,-0.924,-0.405,1.224,Stationary Shooter,Chaser
1629610,Daquan Jeffries,2025,CHO,SG,22.798,-2.94,-2.742,-0.198,-0.325,Movement Shooter,Helper
1629611,Terance Mann,2025,LAC/ATL,SG,21.108,-1.248,-0.863,-0.385,1.063,Movement Shooter,Chaser
1629614,Andrew Nembhard,2025,IND,SG,28.933,-0.564,-0.659,0.095,2.227,Primary Ball Handler,Point of Attack
1629618,Jalen Pickett,2025,DEN,SG,13.596,-1.354,-0.936,-0.417,0.456,Secondary Ball Handler,Point of Attack
1629622,Max Strus,2025,CLE,SF,25.454,0.039,0.352,-0.313,1.994,Movement Shooter,Wing Stopper
1629626,Bol Bol,2025,PHO,PF,12.458,0.914,0.246,0.668,0.951,Movement Shooter,Helper
1629627,Zion Williamson,2025,NOP,PF,28.576,1.494,2.245,-0.751,2.132,Shot Creator,Wing Stopper
1629628,Rj Barrett,2025,TOR,SF,32.221,-0.553,0.167,-0.72,2.226,Primary Ball Handler,Helper
1629629,Cam Reddish,2025,LAL,SF,17.862,-1.562,-2.476,0.915,0.327,Stationary Shooter,Point of Attack
1629630,Ja Morant,2025,MEM,PG,30.382,1.41,2.417,-1.007,3.697,Shot Creator,Point of Attack
1629631,De'Andre Hunter,2025,ATL/CLE,SF,27.188,-0.078,0.659,-0.737,2.596,Shot Creator,Wing Stopper
1629632,Coby White,2025,CHI,SG,33.112,-0.167,0.957,-1.124,3.519,Primary Ball Handler,Chaser
1629634,Brandon Clarke,2025,MEM,PF,18.857,0.296,-0.375,0.671,2.087,Athletic Finisher,Mobile Big
1629636,Darius Garland,2025,CLE,PG,30.677,2.429,3.215,-0.787,7.065,Primary Ball Handler,Point of Attack
1629637,Jaxson Hayes,2025,LAL,C,19.512,0.064,-1.515,1.579,1.729,Athletic Finisher,Anchor Big
1629638,Nickeil Alexander-Walker,2025,MIN,SG,25.282,-0.389,-0.432,0.043,2.684,Primary Ball Handler,Point of Attack
1629639,Tyler Herro,2025,MIA,SG,35.391,1.324,1.987,-0.663,6.484,Primary Ball Handler,Chaser
1629640,Keldon Johnson,2025,SAS,SF,23.87,-1.069,0.127,-1.196,1.59,Movement Shooter,Helper
1629643,Chuma Okeke,2025,PHI/CLE,PF,21.853,-0.407,-0.298,-0.109,0.252,Stationary Shooter,Helper
1629645,Kevin Porter Jr.,2025,LAC/MIL,SG,19.76,0.434,0.146,0.288,2.693,Shot Creator,Point of Attack
1629646,Charles Bassey,2025,SAS,C,10.431,0.707,-1.314,2.021,0.747,Athletic Finisher,Mobile Big
1629651,Nic Claxton,2025,BRK,C,26.882,-0.684,-1.819,1.134,2.085,Roll + Cut Big,Mobile Big
1629652,Luguentz Dort,2025,OKC,SF,29.201,0.505,-0.271,0.776,3.86,Stationary Shooter,Point of Attack
1629655,Daniel Gafford,2025,DAL,C,21.51,1.809,0.648,1.161,3.291,Roll + Cut Big,Mobile Big
1629656,Quentin Grimes,2025,DAL/PHI,SG,26.841,-0.536,0.413,-0.949,2.42,Secondary Ball Handler,Chaser
1629659,Talen Horton-Tucker,2025,CHI,SG,12.478,-0.309,-0.032,-0.278,0.974,Secondary Ball Handler,Chaser
1629660,Ty Jerome,2025,CLE,SG,19.891,2.009,2.331,-0.322,3.912,Primary Ball Handler,Chaser
1629661,Cameron Johnson,2025,BRK,PF,31.575,-0.18,0.949,-1.129,2.569,Movement Shooter,Helper
1629669,Jaylen Nowell,2025,NOP,SG,21.009,-0.862,-0.535,-0.327,0.167,Primary Ball Handler,Chaser
1629673,Jordan Poole,2025,WAS,SG,29.425,-1.741,0.286,-2.027,0.885,Primary Ball Handler,Low Activity
1629674,Neemias Queta,2025,BOS,C,13.921,0.005,-1.299,1.304,1.333,Athletic Finisher,Helper
1629675,Naz Reid,2025,MIN,C,27.501,1.35,0.572,0.778,5.27,Movement Shooter,Helper
1629680,Matisse Thybulle,2025,POR,SG,20.819,1.031,-0.442,1.473,0.685,Stationary Shooter,Point of Attack
1629684,Grant Williams,2025,CHO,PF,29.939,-1.122,-1.973,0.851,0.398,Movement Shooter,Anchor Big
1629723,John Konchar,2025,MEM,SG,12.135,-0.351,-1.878,1.528,0.736,Low Minute,Chaser
1629726,Garrison Mathews,2025,ATL,SG,17.649,-0.518,-0.326,-0.193,1.006,Off Screen Shooter,Low Activity
1629731,Dean Wade,2025,CLE,PF,21.228,0.095,-0.892,0.987,2.006,Stationary Shooter,Wing Stopper
1629750,Javonte Green,2025,NOP/CLE,SG,18.498,-1.742,-2.102,0.359,0.555,Stationary Shooter,Wing Stopper
1630162,Anthony Edwards,2025,MIN,SG,36.343,2.568,2.88,-0.312,9.063,Shot Creator,Helper
1630163,Lamelo Ball,2025,CHO,PG,32.01,0.462,2.109,-1.647,2.76,Primary Ball Handler,Chaser
1630165,Killian Hayes,2025,BRK,PG,27.056,0.019,-0.196,0.214,0.252,Primary Ball Handler,Wing Stopper
1630166,Deni Avdija,2025,POR,SF,30.016,0.829,0.724,0.105,4.467,Shot Creator,Helper
1630167,Obi Toppin,2025,IND,PF,19.555,0.607,0.869,-0.262,2.976,Versatile Big,Helper
1630168,Onyeka Okongwu,2025,ATL,C,27.891,1.091,0.329,0.762,4.607,Roll + Cut Big,Mobile Big
1630169,Tyrese Haliburton,2025,IND,PG,33.567,3.689,3.801,-0.112,9.415,Shot Creator,Low Activity
1630170,Devin Vassell,2025,SAS,SG,30.987,-0.932,-0.193,-0.739,1.886,Secondary Ball Handler,Chaser
1630171,Isaac Okoro,2025,CLE,SG,19.149,-0.833,-0.891,0.058,1.068,Stretch Big,Point of Attack
1630172,Patrick Williams,2025,CHI,PF,25.021,-1.607,-1.572,-0.036,0.829,Movement Shooter,Wing Stopper
1630173,Precious Achiuwa,2025,NYK,C,20.52,-0.463,-1.675,1.212,1.46,Roll + Cut Big,Mobile Big
1630174,Aaron Nesmith,2025,IND,SF,24.925,-0.512,-0.273,-0.24,1.365,Stationary Shooter,Wing Stopper
1630175,Cole Anthony,2025,ORL,PG,18.42,-0.055,-0.263,0.207,1.859,Primary Ball Handler,Point of Attack
1630178,Tyrese Maxey,2025,PHI,PG,37.696,0.49,2.26,-1.769,3.631,Shot Creator,Chaser
1630182,Josh Green,2025,CHO,SG,27.757,-3.89,-3.449,-0.442,-1.661,Off Screen Shooter,Point of Attack
1630183,Jaden Mcdaniels,2025,MIN,PF,31.883,0.689,-0.593,1.282,5.172,Stationary Shooter,Point of Attack
