nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
203110,Draymond Green,2026,GSW,PF,26.712,-0.32,-1.53,1.21,1.647,Stationary Shooter,Helper
203114,Khris Middleton,2026,WAS/DAL,SF,24.151,-1.51,-1.071,-0.439,0.517,Shot Creator,Helper
203468,Cj Mccollum,2026,WAS/ATL,SG,30.135,-1.279,0.759,-2.038,1.135,Primary Ball Handler,Chaser
203471,Dennis Schroder,2026,SAC/CLE,PG,25.784,-0.016,0.907,-0.924,1.737,Shot Creator,Point of Attack
203484,Kentavious Caldwell-Pope,2026,MEM,SG,21.325,-0.732,-0.761,0.029,1.177,Secondary Ball Handler,Chaser
203497,Rudy Gobert,2026,MIN,C,31.277,2.174,-0.498,2.673,4.9,Roll + Cut Big,Anchor Big
203500,Steven Adams,2026,HOU,C,22.824,-0.616,-0.922,0.307,0.843,Roll + Cut Big,Anchor Big
203501,Tim Hardaway Jr.,2026,DEN,SG,27.537,-0.622,1.049,-1.671,1.711,Off Screen Shooter,Chaser
203507,Giannis Antetokounmpo,2026,MIL,PF,29.207,3.972,4.413,-0.441,3.499,Shot Creator,Helper
203552,Seth Curry,2026,GSW,SG,16.045,0.04,-0.109,0.149,0.05,Low Minute,Chaser
203897,Zach Lavine,2026,SAC,SG,31.391,-1.506,0.179,-1.684,0.731,Shot Creator,Chaser
203903,Jordan Clarkson,2026,NYK,SG,18.888,-1.881,-0.518,-1.363,0.35,Movement Shooter,Chaser
203914,Gary Harris,2026,MIL,SG,14.551,-3.103,-3.733,0.631,-0.214,Stationary Shooter,Chaser
203924,Jerami Grant,2026,POR,PF,29.103,0.294,0.899,-0.605,2.01,Shot Creator,Wing Stopper
203926,Doug Mcdermott,2026,SAC,SF,10.081,-0.196,-0.31,0.114,0.157,Off Screen Shooter,Low Activity
203932,Aaron Gordon,2026,DEN,PF,27.913,0.633,1.469,-0.835,1.245,Shot Creator,Wing Stopper
203935,Marcus Smart,2026,LAL,SG,28.407,-0.236,-0.81,0.575,1.742,Primary Ball Handler,Point of Attack
203937,Kyle Anderson,2026,UTA/MEM,SF,20.542,0.058,-1.071,1.129,0.746,Shot Creator,Mobile Big
203939,Dwight Powell,2026,DAL,C,13.53,-0.367,-2.165,1.799,0.709,Athletic Finisher,Mobile Big
203944,Julius Randle,2026,MIN,PF,33.609,1.287,2.332,-1.044,4.422,Shot Creator,Helper
203952,Andrew Wiggins,2026,MIA,SF,31.28,0.196,-0.801,0.997,2.604,Shot Creator,Wing Stopper
203954,Joel Embiid,2026,PHI,C,31.341,2.002,2.806,-0.805,2.715,Shot Creator,Anchor Big
203991,Clint Capela,2026,HOU,C,11.829,0.39,-1.115,1.505,0.993,Roll + Cut Big,Mobile Big
203992,Bogdan Bogdanovic,2026,LAC,SG,21.887,-1.366,-0.71,-0.656,0.255,Secondary Ball Handler,Chaser
203994,Jusuf Nurkic,2026,UTA,C,26.416,0.703,-1.008,1.711,2.148,Roll + Cut Big,Mobile Big
203999,Nikola Jokic,2026,DEN,C,34.299,6.552,6.543,0.009,7.305,Shot Creator,Anchor Big
204001,Kristaps Porzingis,2026,ATL,C,24.3,2.985,2.338,0.648,1.404,Versatile Big,Mobile Big
204456,T.J. Mcconnell,2026,IND,PG,17,0.704,0.074,0.63,1.349,Slasher,Chaser
1626145,Tyus Jones,2026,ORL/DAL,PG,15.783,-0.95,-0.702,-0.248,0.761,Primary Ball Handler,Point of Attack
1626156,D'Angelo Russell,2026,DAL,PG,19.03,-0.483,0.663,-1.146,0.613,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2026,NYK,C,31.317,2.672,1.731,0.941,5.123,Shot Creator,Mobile Big
1626162,Kelly Oubre Jr.,2026,PHI,SF,32.662,-2.096,-1.461,-0.635,0.241,Shot Creator,Wing Stopper
1626164,Devin Booker,2026,PHO,SG,33.913,2.041,2.206,-0.165,4.111,Shot Creator,Helper
1626167,Myles Turner,2026,MIL,C,28.55,0.372,-0.686,1.057,2.534,Stretch Big,Mobile Big
1626171,Bobby Portis,2026,MIL,PF,24.305,-1.615,-0.611,-1.004,0.656,Versatile Big,Helper
1626172,Kevon Looney,2026,NOP,C,13.919,-0.081,-0.739,0.657,0.373,Athletic Finisher,Mobile Big
1626181,Norman Powell,2026,MIA,SG,30.638,1.136,0.966,0.171,3.109,Shot Creator,Chaser
1626204,Larry Nance Jr.,2026,CLE,PF,12.899,-0.891,-1.423,0.532,0.317,Stretch Big,Mobile Big
1626220,Royce O'Neale,2026,PHO,SF,29.345,-0.872,-1.665,0.792,1.603,Movement Shooter,Wing Stopper
1627734,Domantas Sabonis,2026,SAC,C,29.663,1.497,0.935,0.562,1.398,Roll + Cut Big,Mobile Big
1627739,Kris Dunn,2026,LAC,PG,27.469,-0.082,-1.205,1.124,2.211,Primary Ball Handler,Point of Attack
1627741,Buddy Hield,2026,GSW/ATL,SG,17.17,-0.683,-0.4,-0.283,0.859,Movement Shooter,Point of Attack
1627742,Brandon Ingram,2026,TOR,SF,33.968,-0.012,0.217,-0.229,2.762,Shot Creator,Low Activity
1627746,Skal Labissiere,2026,WAS,PF,12.517,-0.013,-0.349,0.336,0.058,Low Minute,Mobile Big
1627747,Caris Levert,2026,DET,SG,19.624,-0.445,-0.843,0.398,0.892,Secondary Ball Handler,Chaser
1627750,Jamal Murray,2026,DEN,PG,35.605,1.089,3.143,-2.054,3.962,Shot Creator,Chaser
1627751,Jakob Poeltl,2026,TOR,C,25.056,-1.385,-1.9,0.515,0.371,Roll + Cut Big,Mobile Big
1627752,Taurean Prince,2026,MIL,SF,21.117,-1.376,-1.593,0.217,0.115,Stationary Shooter,Wing Stopper
1627759,Jaylen Brown,2026,BOS,SF,34.193,1.663,2.01,-0.347,4.33,Shot Creator,Helper
1627780,Gary Payton Ii,2026,GSW,SG,13.072,0.711,0.269,0.442,1.3,Stretch Big,Chaser
1627783,Pascal Siakam,2026,IND,PF,33.79,0.86,1.71,-0.849,3.588,Shot Creator,Wing Stopper
1627824,Guerschon Yabusele,2026,NYK/CHI,C,10.506,-1.558,-1.323,-0.234,0.267,Stationary Shooter,Mobile Big
1627826,Ivica Zubac,2026,LAC,C,30.894,0.766,0.058,0.709,2.688,Post Scorer,Anchor Big
1627827,Dorian Finney-Smith,2026,HOU,PF,15.803,-2.818,-2.608,-0.209,-0.068,Stationary Shooter,Wing Stopper
1627884,Derrick Jones Jr.,2026,LAC,SF,24.797,-0.369,-1.119,0.75,0.714,Stationary Shooter,Point of Attack
1627936,Alex Caruso,2026,OKC,SG,18.353,2.279,0.467,1.811,2.014,Movement Shooter,Wing Stopper
1628366,Lonzo Ball,2026,CLE,PG,20.793,0.553,-0.646,1.2,1.375,Movement Shooter,Chaser
1628368,De'Aaron Fox,2026,SAS,PG,32.039,1.793,1.331,0.463,3.843,Shot Creator,Point of Attack
1628370,Malik Monk,2026,SAC,SG,22.171,-0.916,0.219,-1.136,0.921,Secondary Ball Handler,Low Activity
1628374,Lauri Markkanen,2026,UTA,PF,34.401,1.028,2.034,-1.006,3.085,Off Screen Shooter,Wing Stopper
1628378,Donovan Mitchell,2026,CLE,SG,33.697,3.827,4.2,-0.373,6.714,Shot Creator,Chaser
1628379,Luke Kennard,2026,ATL/LAL,SG,20.781,-1.729,-1.271,-0.459,0.476,Off Screen Shooter,Low Activity
1628380,Zach Collins,2026,CHI,C,18.374,0.809,0.17,0.639,0.377,Stretch Big,Mobile Big
1628381,John Collins,2026,LAC,PF,27.953,0.29,-0.459,0.749,2.458,Stationary Shooter,Helper
1628384,Og Anunoby,2026,NYK,PF,33.006,1.428,0.117,1.311,3.298,Stationary Shooter,Wing Stopper
1628386,Jarrett Allen,2026,CLE,C,27.327,2.183,0.872,1.311,3.416,Roll + Cut Big,Mobile Big
1628389,Bam Adebayo,2026,MIA,C,31.377,2.246,0.523,1.723,4.436,Shot Creator,Mobile Big
1628392,Isaiah Hartenstein,2026,OKC,C,25.722,2.448,0.797,1.651,2.369,Roll + Cut Big,Mobile Big
1628396,Tony Bradley,2026,IND,C,10.954,-1.466,-1.171,-0.296,0.259,Roll + Cut Big,Mobile Big
1628398,Kyle Kuzma,2026,MIL,PF,26.824,-1.732,-1.086,-0.645,0.612,Movement Shooter,Wing Stopper
1628401,Derrick White,2026,BOS,SG,34.248,4.304,2.308,1.996,7.462,Primary Ball Handler,Chaser
1628404,Josh Hart,2026,NYK,SF,30.557,1.82,0.57,1.25,3.524,Stationary Shooter,Wing Stopper
1628415,Dillon Brooks,2026,PHO,SF,31.082,-0.521,0.163,-0.684,1.849,Shot Creator,Wing Stopper
1628418,Thomas Bryant,2026,CLE,C,10.471,1.048,0.39,0.658,0.898,Stretch Big,Mobile Big
1628420,Monte Morris,2026,IND,PG,10.769,-0.091,-0.192,0.101,0.096,Low Minute,Point of Attack
1628436,Luke Kornet,2026,SAS,C,22.863,1.384,-0.263,1.647,2.424,Roll + Cut Big,Anchor Big
1628449,Chris Boucher,2026,BOS,PF,10.461,-0.235,-0.717,0.482,0.131,Low Minute,Helper
1628467,Maxi Kleber,2026,LAL,PF,11.495,-1.802,-2.463,0.661,0.138,Athletic Finisher,Mobile Big
1628960,Grayson Allen,2026,PHO,SG,30.269,0.971,1.709,-0.739,2.279,Primary Ball Handler,Chaser
1628963,Marvin Bagley Iii,2026,WAS/DAL,PF,19.497,-0.204,0.319,-0.523,1.13,Roll + Cut Big,Mobile Big
1628969,Mikal Bridges,2026,NYK,SF,34.456,1.823,1.056,0.767,5.086,Movement Shooter,Point of Attack
1628970,Miles Bridges,2026,CHO,PF,32.211,0.938,1.028,-0.09,3.639,Shot Creator,Wing Stopper
1628971,Bruce Brown,2026,DEN,SG,24.933,-1.839,-1.64,-0.199,0.534,Stationary Shooter,Point of Attack
1628973,Jalen Brunson,2026,NYK,PG,34.56,2.021,3.864,-1.843,4.85,Shot Creator,Low Activity
1628975,Jevon Carter,2026,CHI/ORL,PG,10.767,-0.347,-0.453,0.106,0.342,Secondary Ball Handler,Chaser
1628976,Wendell Carter Jr.,2026,ORL,C,29.523,0.111,-0.77,0.881,2.426,Stretch Big,Mobile Big
1628978,Donte Divincenzo,2026,MIN,SG,31.154,1.052,0.424,0.627,3.842,Movement Shooter,Chaser
1628983,Shai Gilgeous-Alexander,2026,OKC,PG,33.314,6.408,5.735,0.673,8.788,Shot Creator,Helper
1628988,Aaron Holiday,2026,HOU,PG,13.271,-1.546,-1.12,-0.426,0.266,Stationary Shooter,Point of Attack
1628989,Kevin Huerter,2026,CHI/DET,SF,22.599,-0.122,-0.01,-0.112,1.589,Movement Shooter,Chaser
1628991,Jaren Jackson Jr.,2026,MEM/UTA,C,30.305,0.175,-1.03,1.205,2.403,Shot Creator,Helper
1628997,Caleb Martin,2026,DAL,SF,14.006,-0.867,-2.393,1.527,0.642,Stationary Shooter,Point of Attack
1628998,Cody Martin,2026,IND,SF,13.795,-0.211,-0.493,0.282,0.078,Low Minute,Chaser
1629001,De'Anthony Melton,2026,GSW,PG,21.757,1.119,0.209,0.911,1.367,Primary Ball Handler,Point of Attack
1629004,Svi Mykhailiuk,2026,UTA,SF,23.804,-2.328,-0.991,-1.338,0.093,Movement Shooter,Wing Stopper
1629006,Josh Okogie,2026,HOU,SG,19.637,-0.615,-1.602,0.987,1.179,Stationary Shooter,Wing Stopper
1629008,Michael Porter Jr.,2026,BRK,SF,33,0.6,1.922,-1.322,2.597,Off Screen Shooter,Helper
1629011,Mitchell Robinson,2026,NYK,C,19.63,1.994,0.156,1.838,2.136,Athletic Finisher,Mobile Big
1629012,Collin Sexton,2026,CHO/CHI,SG,22.888,-0.174,0.677,-0.851,1.475,Primary Ball Handler,Point of Attack
1629013,Landry Shamet,2026,NYK,SG,21.944,0.81,0.957,-0.146,1.35,Movement Shooter,Chaser
1629014,Anfernee Simons,2026,BOS/CHI,SG,25.056,1.11,1.475,-0.365,2.973,Shot Creator,Low Activity
1629018,Gary Trent Jr.,2026,MIL,SG,23.564,-3.641,-1.728,-1.914,-0.789,Movement Shooter,Chaser
1629020,Jarred Vanderbilt,2026,LAL,PF,19.262,-0.067,-1.514,1.447,1.3,Stationary Shooter,Wing Stopper
1629021,Moritz Wagner,2026,ORL,C,11.977,0.687,0.724,-0.037,0.307,Stretch Big,Helper
1629023,P.J. Washington,2026,DAL,PF,30.682,-0.697,-1.146,0.449,1.32,Movement Shooter,Wing Stopper
1629026,Kenrich Williams,2026,OKC,PF,16.146,-0.151,-0.304,0.152,0.841,Stationary Shooter,Helper
1629027,Trae Young,2026,ATL,PG,28.01,1.833,2.628,-0.795,0.754,Primary Ball Handler,Chaser
1629028,Deandre Ayton,2026,LAL,C,28.238,-0.909,-1.366,0.457,1.261,Roll + Cut Big,Mobile Big
1629029,Luka Doncic,2026,LAL,PG,35.525,4.736,5.471,-0.735,6.628,Shot Creator,Helper
1629048,Goga Bitadze,2026,ORL,C,15.998,2.371,-0.055,2.426,2.031,Roll + Cut Big,Mobile Big
1629057,Robert Williams Iii,2026,POR,C,16.313,2.659,-0.39,3.049,1.984,Roll + Cut Big,Anchor Big
1629060,Rui Hachimura,2026,LAL,PF,29.857,-2.355,-1.306,-1.049,0.092,Shot Creator,Wing Stopper
1629111,Jock Landale,2026,MEM/ATL,C,23.395,-0.174,0.305,-0.479,1.642,Stretch Big,Mobile Big
1629130,Duncan Robinson,2026,DET,SF,28.174,0.843,0.815,0.028,2.977,Off Screen Shooter,Low Activity
1629216,Gabe Vincent,2026,LAL/ATL,PG,19.265,-2.661,-1.454,-1.208,-0.068,Movement Shooter,Point of Attack
1629234,Drew Eubanks,2026,SAC,C,13.429,-1.244,-2.345,1.101,0.327,Roll + Cut Big,Mobile Big
1629611,Terance Mann,2026,BRK,SG,25.275,-2.1,-1.86,-0.24,0.265,Primary Ball Handler,Point of Attack
1629614,Andrew Nembhard,2026,IND,PG,32.114,0.036,1.011,-0.975,2.16,Primary Ball Handler,Point of Attack
1629618,Jalen Pickett,2026,DEN,SG,17.652,-1.927,-1.09,-0.837,0.231,Secondary Ball Handler,Chaser
1629627,Zion Williamson,2026,NOP,PF,29.681,0.295,1.638,-1.342,2.051,Shot Creator,Wing Stopper
1629628,Rj Barrett,2026,TOR,SF,29.494,0.395,0.809,-0.413,1.637,Movement Shooter,Helper
1629630,Ja Morant,2026,MEM,PG,28.425,1.441,1.564,-0.123,1.39,Shot Creator,Low Activity
1629631,De'Andre Hunter,2026,CLE/SAC,SF,26.122,-0.203,0.094,-0.297,1.662,Movement Shooter,Helper
1629632,Coby White,2026,CHI,SG,29.084,-0.164,0.87,-1.034,1.213,Shot Creator,Chaser
1629634,Brandon Clarke,2026,MEM,PF,10.219,0.091,-0.386,0.477,0.033,Low Minute,Mobile Big
1629636,Darius Garland,2026,CLE,PG,30.46,0.174,1.502,-1.328,1.308,Primary Ball Handler,Chaser
1629637,Jaxson Hayes,2026,LAL,C,17.683,0.303,-0.521,0.824,1.378,Roll + Cut Big,Anchor Big
1629638,Nickeil Alexander-Walker,2026,ATL,SG,33.243,-0.461,0.128,-0.589,2.247,Primary Ball Handler,Point of Attack
1629639,Tyler Herro,2026,MIA,SG,31.695,-0.373,0.258,-0.631,0.456,Shot Creator,Chaser
1629640,Keldon Johnson,2026,SAS,SF,23.872,0.919,0.932,-0.013,2.732,Movement Shooter,Helper
1629645,Kevin Porter Jr.,2026,MIL,PG,33.687,1.19,0.865,0.324,2.159,Slasher,Chaser
1629646,Charles Bassey,2026,MEM/PHI,C,11.717,0.19,-0.271,0.461,0.058,Low Minute,Helper
1629651,Nic Claxton,2026,BRK,C,29.289,-0.535,-0.698,0.163,1.765,Roll + Cut Big,Mobile Big
1629652,Luguentz Dort,2026,OKC,SF,27.694,-1.021,-1.337,0.316,1.122,Stationary Shooter,Point of Attack
1629655,Daniel Gafford,2026,DAL,C,21.407,-0.564,-2.195,1.631,0.966,Roll + Cut Big,Mobile Big
1629656,Quentin Grimes,2026,PHI,SG,29.879,-0.389,-0.344,-0.044,1.86,Shot Creator,Chaser
1629660,Ty Jerome,2026,MEM,SG,20.236,1.927,1.673,0.255,0.334,Shot Creator,Helper
1629661,Cameron Johnson,2026,DEN,SF,30.402,-1.342,-0.157,-1.185,0.659,Movement Shooter,Helper
1629673,Jordan Poole,2026,NOP,PG,25.354,-0.739,1.059,-1.798,0.765,Primary Ball Handler,Low Activity
1629674,Neemias Queta,2026,BOS,C,25.09,2.908,0.082,2.826,4.289,Roll + Cut Big,Anchor Big
1629675,Naz Reid,2026,MIN,C,26.215,2.007,0.394,1.614,4.108,Movement Shooter,Helper
1629680,Matisse Thybulle,2026,POR,SG,12.192,0.867,0.059,0.808,0.102,Low Minute,Wing Stopper
1629684,Grant Williams,2026,CHO,PF,19.004,0.748,-0.08,0.828,0.535,Movement Shooter,Helper
1629723,John Konchar,2026,MEM/UTA,SG,15.072,0.139,-1.777,1.916,0.835,Stationary Shooter,Helper
1629726,Garrison Mathews,2026,IND,SG,13.073,-0.121,-0.352,0.231,0.287,Off Screen Shooter,Low Activity
1629731,Dean Wade,2026,CLE,PF,22.799,0.948,-0.434,1.382,2.095,Movement Shooter,Wing Stopper
1629750,Javonte Green,2026,DET,SG,18.463,0.73,-1.165,1.895,1.958,Stationary Shooter,Helper
1630162,Anthony Edwards,2026,MIN,SG,35.48,1.937,2.913,-0.975,4.496,Shot Creator,Chaser
1630163,Lamelo Ball,2026,CHO,PG,27.7,2.238,2.821,-0.583,3.666,Primary Ball Handler,Low Activity
1630164,James Wiseman,2026,IND,C,14.615,-0.498,-0.783,0.285,0.072,Low Minute,Mobile Big
1630166,Deni Avdija,2026,POR,SF,34.273,2.358,2.694,-0.336,4.753,Shot Creator,Helper
1630167,Obi Toppin,2026,IND,PF,27.386,-0.408,-0.397,-0.012,0.106,Low Minute,Mobile Big
1630168,Onyeka Okongwu,2026,ATL,C,31.923,0.112,-1.218,1.33,2.573,Stationary Shooter,Mobile Big
1630170,Devin Vassell,2026,SAS,SG,30.818,-0.59,-0.032,-0.557,1.479,Movement Shooter,Chaser
1630171,Isaac Okoro,2026,CHI,SG,26.008,-2.22,-1.317,-0.903,0.184,Stationary Shooter,Wing Stopper
1630172,Patrick Williams,2026,CHI,PF,19.188,-2.626,-1.974,-0.652,-0.094,Stationary Shooter,Wing Stopper
1630173,Precious Achiuwa,2026,SAC,C,20.261,-0.811,-1.565,0.755,1.004,Athletic Finisher,Helper
1630174,Aaron Nesmith,2026,IND,SF,30.523,-0.504,-0.024,-0.48,1.196,Off Screen Shooter,Chaser
1630175,Cole Anthony,2026,MIL,PG,15.047,-1.998,-1.93,-0.068,0.153,Primary Ball Handler,Point of Attack
1630178,Tyrese Maxey,2026,PHI,PG,38.609,3.265,3.676,-0.411,7.166,Shot Creator,Chaser
1630180,Saddiq Bey,2026,NOP,SF,30.492,0.856,2.275,-1.42,3.107,Shot Creator,Helper
1630182,Josh Green,2026,CHO,SG,16.133,-0.785,-1.124,0.339,0.524,Stationary Shooter,Point of Attack
1630183,Jaden Mcdaniels,2026,MIN,PF,32.104,-0.723,-1.276,0.553,1.885,Stationary Shooter,Point of Attack
1630188,Jalen Smith,2026,CHI,C,20.187,1.63,0.547,1.083,2.226,Stretch Big,Mobile Big
1630191,Isaiah Stewart,2026,DET,C,23.248,0.452,-0.912,1.364,2.038,Stretch Big,Mobile Big
1630192,Zeke Nnaji,2026,DEN,PF,12.832,-1.489,-2.025,0.536,0.304,Stretch Big,Helper
1630193,Immanuel Quickley,2026,TOR,PG,32.4,2.007,1.884,0.123,4.714,Primary Ball Handler,Point of Attack
1630194,Paul Reed,2026,DET,C,12.776,1.868,-0.114,1.981,1.316,Roll + Cut Big,Mobile Big
1630198,Isaiah Joe,2026,OKC,SG,21.133,1.24,1.35,-0.111,2.304,Movement Shooter,Low Activity
1630200,Tre Jones,2026,CHI,PG,26.851,0.902,0.855,0.046,2.151,Primary Ball Handler,Point of Attack
1630202,Payton Pritchard,2026,BOS,PG,32.683,2.633,2.785,-0.152,5.515,Primary Ball Handler,Chaser
1630208,Nick Richards,2026,PHO/CHI,C,10.299,-0.69,-1.307,0.617,0.354,Roll + Cut Big,Mobile Big
1630217,Desmond Bane,2026,ORL,SG,33.983,0.994,0.731,0.263,3.902,Primary Ball Handler,Chaser
1630224,Jalen Green,2026,PHO,SG,15.224,-0.098,0.487,-0.586,0.158,Secondary Ball Handler,Low Activity
1630228,Jonathan Kuminga,2026,GSW,PF,23.807,-0.885,-0.692,-0.193,0.469,Shot Creator,Wing Stopper
1630230,Naji Marshall,2026,DAL,SF,29.583,-0.389,0.251,-0.64,2.034,Stationary Shooter,Wing Stopper
1630241,Sam Merrill,2026,CLE,SG,25.341,0.833,1.286,-0.453,1.622,Movement Shooter,Chaser
1630245,Ayo Dosunmu,2026,CHI/MIN,SG,26.478,-0.453,0.499,-0.952,1.597,Primary Ball Handler,Point of Attack
1630249,Vit Krejci,2026,ATL/POR,PG,22.282,-1.249,-1.414,0.164,0.877,Movement Shooter,Chaser
1630311,Pat Spencer,2026,GSW,PG,15.61,-0.609,-0.246,-0.362,0.706,Primary Ball Handler,Chaser
1630314,Brandon Williams,2026,DAL,PG,21.993,1.436,0.937,0.499,2.471,Shot Creator,Point of Attack
1630526,Jeremiah Robinson-Earl,2026,IND/DAL,PF,16.392,-1.266,-0.681,-0.586,0.269,Movement Shooter,Helper
1630529,Herbert Jones,2026,NOP,SF,28.761,0.271,-0.777,1.048,1.625,Stationary Shooter,Point of Attack
1630530,Trey Murphy Iii,2026,NOP,SF,35.634,0.923,1.945,-1.022,3.932,Secondary Ball Handler,Helper
1630532,Franz Wagner,2026,ORL,SF,31.824,1.959,1.87,0.089,2.466,Shot Creator,Wing Stopper
1630533,Ziaire Williams,2026,BRK,SF,22.969,-0.88,-1.645,0.764,0.863,Movement Shooter,Chaser
1630534,Ochai Agbaji,2026,TOR/BRK,SG,15.501,-2.198,-2.184,-0.014,0.111,Stationary Shooter,Chaser
1630536,Sharife Cooper,2026,WAS,PG,14.235,-1.046,-1.046,0,0.151,Shot Creator,Point of Attack
1630538,Bones Hyland,2026,MIN,PG,14.802,1.69,1.353,0.337,1.809,Primary Ball Handler,Chaser
1630540,Miles Mcbride,2026,NYK,SG,28.018,1.251,1.418,-0.166,2.282,Secondary Ball Handler,Point of Attack
1630541,Moses Moody,2026,GSW,SG,25.12,0.591,-0.246,0.838,2.548,Movement Shooter,Point of Attack
1630543,Isaiah Jackson,2026,IND/LAC,C,16.501,-0.222,-1.292,1.07,0.902,Roll + Cut Big,Mobile Big
1630544,Tre Mann,2026,CHO,PG,15.998,-0.817,-0.296,-0.521,0.559,Secondary Ball Handler,Low Activity
1630545,Terrence Shannon Jr.,2026,MIN,SG,12.818,-2.228,-1.494,-0.734,0.042,Stationary Shooter,Chaser
1630549,Day'Ron Sharpe,2026,BRK,C,18.51,1.298,-0.434,1.731,2.224,Roll + Cut Big,Mobile Big
1630551,Justin Champagnie,2026,WAS,SF,19.294,-0.742,-0.269,-0.473,1.037,Movement Shooter,Helper
1630552,Jalen Johnson,2026,ATL,SF,35.699,1.519,1.149,0.371,4.453,Shot Creator,Helper
1630557,Corey Kispert,2026,WAS/ATL,SF,20.403,-1.065,0.096,-1.161,0.623,Off Screen Shooter,Helper
1630558,Davion Mitchell,2026,MIA,PG,28.882,-0.052,-0.975,0.923,2.005,Shot Creator,Point of Attack
1630559,Austin Reaves,2026,LAL,SG,33.526,2.298,2.798,-0.5,2.796,Shot Creator,Chaser
1630560,Cam Thomas,2026,BRK/MIL,SG,23.715,-1.085,0.628,-1.713,0.551,Shot Creator,Low Activity
1630567,Scottie Barnes,2026,TOR,PF,34.37,2.402,0.886,1.517,5.646,Shot Creator,Wing Stopper
1630568,Luka Garza,2026,BOS,C,16.655,0.928,1.035,-0.107,1.593,Stretch Big,Mobile Big
1630570,Trendon Watford,2026,PHI,PF,16.558,-1.568,-1.38,-0.188,0.296,Shot Creator,Helper
1630572,Sandro Mamukelashvili,2026,TOR,C,22.631,1.402,0.634,0.768,2.904,Stationary Shooter,Mobile Big
1630573,Sam Hauser,2026,BOS,PF,24.051,0.643,0.083,0.56,2.387,Movement Shooter,Helper
1630577,Julian Champagnie,2026,SAS,SF,27.918,1.456,-0.277,1.732,3.701,Movement Shooter,Chaser
1630578,Alperen Sengun,2026,HOU,C,33.891,1.056,0.917,0.139,3.438,Shot Creator,Mobile Big
1630579,Jericho Sims,2026,MIL,C,15.714,-2.988,-3.722,0.734,-0.195,Athletic Finisher,Helper
1630581,Josh Giddey,2026,CHI,PG,32.053,0.746,1.389,-0.644,2.191,Primary Ball Handler,Helper
